id,sentence,difficulty
1480,"Je voudrais vous présenter un nouveau collègue, Jacques Servat, arrivé de Madrid, où il vient de passer cinq ans dans un grand groupe d'ameublement en tant que chef d'équipe des pubs.",B1
1481,"a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a,",C2
1482,Pouvez-vous m'aider?,A1
1483,Votre amitié m'a soutenu : sans cette amitié je ne peux pas vivre.,C2
1484,"C'est un bâtiment gris, non loin de l'école et de la maison.",A2
1485,"""Visio"" soulagera probablement l'émotion de la réunion et la solennité des adieux.",C1
1486,Il était déjà minuit et quart quand Peter est rentré à la maison.,B1
1487,"Cependant, une timidité invincible m'a empêchée : tous mes discours expiaient sur mes lèvres, ou me terminaient tout autre chose que ce que j'avais projeté.",C2
1488,Sixtine s'est cassé les couilles sur le forum de gestion de projet.,B2
1489,J'ai 20 ans.,A1
1490,"Pire, leurs compagnons peuvent être saisis d'anxiété face à leur ménopause, observe le psychanalyste Jacqueline Schaeffer.",C1
1491,Bonjour!,A1
1492,"Ils vivent devant une serveuse, Penny, dont le rêve est de devenir actrice.",B1
1493,"Puis, dans quelques mois, les éleveurs et les responsables du Montana, avec l'accord du parc, ont réduit plus de 1000 bisons sans même vérifier s'ils transportent de la brucellose.",C1
1494,Prends une douche et va te coucher.,A1
1495,"Il a marché pendant un an et un jour, se nourrissant de fruits et de racines.",B1
1496,"C'est cette première vague de chaleur qui avait décidé Greta Thunberg de s'asseoir avec son signe devant le Parlement de Stockholm, c'était le début de la grande mobilisation des jeunes pour le climat",B1
1497,Mon petit frère a pris le bus public pour aller jouer au football avec ses potes.,A2
1498,"Je crois à l'existence d'un mammifère, fortement organisé, appartenant à la ramification des vertébrés, tels que les baleines, les cachalots ou les dauphins, et équipé d'une défense cornéenne dont la force de pénétration est extrême.",C1
1499,"Mais pour prendre les choses rigoureusement, l'homme est tout aussi déterminé à se déplacer sous l'influence de causes extérieures comme une pierre qui reçoit une impulsion",C2
1500,Je n'ai pas très faim.,A1
1501,On peut dire avec certitude que cette région a été utilisée comme cimetière entre le dernier quart du 1er siècle et la première moitié du 2e siècle de notre ère.,C1
1502,Nous essayons toujours de nous opposer à l'humain et à la machine.,B1
1503,Je les ai vus devant la pharmacie.,A2
1504,L'éducation scolaire pour créer des liens entre les matières,C1
1505,"Bonjour, mes amis, je rassemble tous ceux que j'aime fêter l'arrivée de l'été le 21 juin.",A1
1506,"À l'âge de vingt ans, le prince était magnifiquement beau.",B1
1507,Donc le Chocolate Show est l'événement à ne pas manquer,A2
1508,"Un chat, nommé Rodilardus, a fait des rats une telle déconfiture, qui n'était presque plus vue, comme il avait mis dans l'enterrement.",C2
1509,"Il a un style très cohérent, parce qu'il a été construit assez rapidement.",C1
1510,"Elle fait ses devoirs puis prépare le dîner et enfin, elle regarde un film avant d'aller se coucher.",B1
1511,Le train de ma sœur arrive à 20h05.,A1
1512,"En un mot, toute ma vie.",A2
1513,"Trap, c'est toujours rap, c'est juste un peu dérivé.",A2
1514,Le stockage des déchets radioactifs présente un grand risque pour l'environnement.,B2
1515,"Tout d'abord, pourquoi ne pas considérer le travail comme une contrainte unique puisque dès le début cette activité est désignée comme telle",C2
1516,Cette évolution est liée à l'introduction de mesures fiscales favorables aux parents.,C1
1517,J'ai rendez-vous avec le coiffeur.,A1
1518,Qu'est-ce que tu manges pour le petit déjeuner?,A1
1519,"Et chez toi, comment va la vie?",A1
1520,Les fortunes détruites sont les chevrons des courtisans.,C2
1521,Avez-vous prévu quelque chose?,B1
1522,"Caterina serait, selon la tradition, la fille des paysans pauvres.",B2
1523,Il est tragique qu'ils aient été amnésiques à la suite du terrible accident qui s'est produit lors des tests de laboratoire.,C1
1524,Je t'ai attendu une heure devant le cinéma dans le froid.,A2
1525,"À long terme, plus de 300 installations professionnelles d'élimination des déchets vont collecter ces déchets gratuitement, qui seront ensuite transportés dans des centres de traitement où ils suivront le même circuit que les déchets ménagers: destruction, nettoyage, puis réutilisation dans la fabrication de nouveaux équipements électroniques.",B2
1526,"Pour recevoir nos annonces dans votre boîte aux lettres, inscrivez-vous sur le site de notre agence temporaire adeki.fr.",B2
1527,Attendre la retraite.,A2
1528,Tu peux apporter un jus.,A1
1529,Je suis convaincu que la corruption changera profondément notre système économique.,C2
1530,Il est très heureux et il siffle.,A1
1531,C'était une pièce vide et triste; aux murs de lépreux des murs ont été excavés des débris d'affiches officielles,C1
1532,"Ces défis environnementaux, avec une mobilité internationale croissante, la migration des personnes et le commerce international des biens et des services, montrent que la préservation du bien-être est de plus en plus une dimension mondiale.",C1
1533,L'enseignement des langues dans l'école française est - comment le dire poliment,C2
1534,"La Semaine s'est ouverte lundi sur la place du Trocadéro à Paris, avec un événement symbolique, en présence des assistants pour personnes handicapées au Maire de Paris.",B1
1535,Cette voiture ressemble à ma voiture.,A1
1536,"Le plus troublant et scandaleux est en mathématiques: il échange ses réponses et les travaux pratiques à l'internat entier pour la compensation, ce qui explique la quantité de provisions et d'objets illégaux qui dans son placard.",C1
1537,"Cette entreprise vient de s'installer dans la région, elle va recruter!",B1
1538,La mort a gelé le jeune homme dans une posture chrétienne.,C2
1539,Je traverse la Suisse.,B1
1540,"Comme pour le judaïsme, il s'oppose à l'idée de « joie sanctifiée ».",C2
1541,"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de la culture danoise.",B1
1542,Avez-vous quelque chose à déclarer?,A1
1543,"Je vous rappelle vos rendez-vous demain, mardi.",A1
1544,"Chaque été, on va au chalet de mes grands-parents.",B1
1545,Un passager peut se tenir derrière le pilote lorsque le motocycle est conçu pour être utilisé.,C2
1546,"Un instant, s'il vous plaît.",A1
1547,"Quand le mystère est trop impressionnant, vous n'osez pas désobéir.",B1
1548,Nous proclamerons notre indépendance dès que l'armistice sera signé.,B2
1549,C'est un bon musée!,A1
1550,Juste un peu.,A1
1551,"Toutefois, le Code du travail dispose que, pour pouvoir bénéficier d'un congé sabbatique, l'employé doit remplir une double condition de service de 36 mois, consécutifs ou non, dans l'entreprise et six années d'activité professionnelle antérieure.",C1
1552,Il a beaucoup à faire ce soir.,A2
1553,Je vis chez Gérarda avec ma fille depuis deux ans.,A1
1554,"On commence à avoir de la pluie et du vent, il est temps d'enlever mon manteau et mon parapluie!",A1
1555,Ils s'appellent les nouveaux pères.,B1
1556,Tu veux venir avec moi demain soir au concert du chanteur M?,A2
1557,"Elle entend la vague clapotis, le cri des enfants qui jouent, la sirène d'un bateau revenant au port.",B1
1558,"C'était presque la première fois, parce qu'elle ne sourit pas très souvent.",B1
1559,"À 40 ans, c'est épuisé.",B1
1560,"Une vieille dame : celle-ci est le Harco, là-bas à l'arrière, c'est le Coucou rennais",A2
1561,"Parallèlement, des romans et des films de science-fiction ont présenté des robots, tels que Transformers, avec des pouvoirs surhumains.",C1
1562,"En plus de la formation dans les langages informatiques purs, Sayna exige également l'apprentissage d'une forme complètement différente de code.",B2
1563,"Si ces tests confirment l'anomalie, un médecin transfusionnel communiquera avec le donneur et l'informera dans les 10 jours suivant la collecte.",C1
1564,"Mais oui, je suis content d'aller à Bâle avec toi.",B1
1565,"Soudain, il y eut un cri, une fissure entre les branches, et un petit homonicle rose vint à nous avec des cris.",C2
1566,"En 2007, moins de 8% des déchets des entreprises ont été collectés sélectivement, résultat nettement inférieur à celui des déchets ménagers, qui constituent la grande majorité des quelque 2 millions de tonnes de déchets électroniques produits chaque année en France, selon l'Agence de l'Environnement et de la Maîtrise d'Energie (Ademe).",B2
1567,"À l'occasion, c'est un maximum de 15 manches, la première équipe à gagner 8 manches.",B2
1568,Deux passions artistiques qui lui permettent d'accéder à son premier rôle dans le cinéma : celui d'un professeur de piano dans le film de Louis Malle Au revoir les enfants.,C1
1569,Vous voyez le château là-bas?,A1
1570,On dirait qu'il y a beaucoup de travail à faire.,B1
1571,"Comme il ne pouvait pas sortir, il s'enveloppa de son manteau, s'allongea sur le sol, et dormait comme des serpents.",A2
1572,"Cela implique de repenser totalement la classe, bien sûr, puisque le cours, le modèle traditionnel de transmission doit être fait à la maison, donc nous avons besoin d'autres activités en classe, des activités qui impliqueront effectivement des questionnaires à choix multiples, ou peut-être l'utilisation de boîtes de vote, des ateliers.",C2
1573,"Ce concept, essentiellement et pragmatiquement, signifiait un équilibre purement mécanique entre les puissances du Continent européen, qui devait empêcher l'apparition d'une hégémonie : lorsque l'équilibre était perturbé, les autres États le rétablissaient presque automatiquement par des alliés contre le perturbateur.",C2
1574,"C'est juste une petite infection, on va vous soigner.",B1
1575,"Et Forestier, presque couché sur le canapé, une jambe pliée sous lui, la serviette glissa dans son gilet pour ne pas mâcher ses vêtements, a déclaré tout à coup 151, avec un rire convaincu de sceptique: «Sacristi oui, nous payerions pour cela si nous étions sûrs du silence. Bigre de bigre! les pauvres maris!»",C2
1576,"Au cours des revers éclairant la vie passée de l'héroïne, l'écrivain chronique touche à la disparition successive de plusieurs spécimens.",C1
1577,"Les enfants, vêtus de la même façon que leurs pères, semblaient être dérangés par leurs nouveaux vêtements (beaucoup même pénibles ce jour-là la première paire de bottes de leur existence), et on pouvait voir à côté d'eux, ne pas souffler un mot dans la robe blanche de sa première communion prolongée pour l'occasion, une grande fille quatorze ou seize ans, leur cousine ou sœur aînée sans doute, rougeâtre, hautaine, poil gras de pommade rose, et ayant peur de se salir les gants.",C2
1578,Dommage que personne ne veuille faire un discours sur sa retraite la semaine prochaine.,B1
1579,"Neuf militants d'ONG, vêtus de jaune ou de blanc, ont grimpé, vers 9 heures du matin, le grillage du tarmac de l'aéroport et déployés autour d'un Boeing 777 d'Air France, stationné au sol et sans passager à bord.",C1
1580,Les enfants étaient allés dans les bois de chêne pour couper des branches et faire des couronnes de feuilles comme les empereurs romains.,B2
1581,La corruption se fait sentir à différents niveaux : les salaires sont si bas que les employés sont tentés d'accepter des pots-de-vin pour approuver des plans d'exploitation qu'ils n'ont jamais vus.,B2
1582,J'avais soif et j'ai bu du café.,A2
